,country_code,region_name,iata,icao,airport,latitude,longitude,FIPS
8253,US,California,PSP,KPSP,Palm Springs International Airport,33.8297,-116.507,06065
8254,US,Pennsylvania,PSQ,,Philadelphia Seaplane Base,39.859,-75.2996,42045
8255,US,Texas,PSX,KPSX,Palacios Municipal Airport,28.7275,-96.251,48321
8256,US,Hawaii,BKH,PHBK,Barking Sands PMRF,22.0228,-159.785,15007
8257,US,Missouri,BKG,KBBG,Branson Airport,36.5321,-93.2005,29213
8258,US,Alaska,BKF,,Lake Brooks Seaplane Base,58.5548,-155.777,02164
8259,US,Oregon,BKE,KBKE,Baker City Municipal Airport,44.8373,-117.809,41001
8260,US,Texas,BKD,KBKD,Stephens County Airport,32.719,-98.891,48429
8261,US,Alaska,BKC,PABL,Buckland Airport,65.9816,-161.149,02188
8262,US,New York,JHW,KJHW,Chautauqua County-Jamestown Airport,42.1534,-79.258,36013
8263,US,Hawaii,JHM,PHJH,Kapalua Airport,20.9629,-156.673,15009
8264,US,Alaska,PTA,PALJ,Port Alsworth Airport,60.2017,-154.326,02164
8265,US,Virginia,PTB,KPTB,Dinwiddie County Airport,37.1838,-77.5074,51053
8266,US,Ohio,BJJ,KBJJ,Wayne County Airport,40.8748,-81.8883,39169
8267,US,Minnesota,BJI,KBJI,Bemidji Regional Airport,47.5094,-94.9337,27007
8268,US,Alaska,PTC,,Port Alice Seaplane Base,55.803,-133.597,02198
8269,US,Alaska,PTD,PAAP,Port Alexander Seaplane Base,56.2468,-134.648,02220
8270,US,Colorado,BJC,KBJC,Rocky Mountain Metropolitan Airport,39.9088,-105.117,08059
8271,US,Mississippi,BIX,KBIX,Keesler Air Force Base,30.4104,-88.9244,28047
8272,US,Alaska,PTH,PAPH,Port Heiden Airport,56.9591,-158.633,02164
8273,US,North Dakota,BIS,KBIS,Bismarck Municipal Airport,46.7727,-100.746,38015
8274,US,Ohio,JFN,KHZY,Northeast Ohio Regional Airport,41.778,-80.6955,39007
8275,US,Michigan,PTK,KPTK,Oakland County International Airport,42.6655,-83.4201,26125
8276,US,Montana,BIL,KBIL,Billings Logan International Airport,45.8077,-108.543,30111
8277,US,Louisiana,PTN,KPTN,Harry P. Williams Memorial Airport,29.7095,-91.339,22101
8278,US,Missouri,JEF,KJEF,Jefferson City Memorial Airport,38.5912,-92.1561,29027
8279,US,Kansas,PTS,KPTS,Atkinson Municipal Airport,37.4478,-94.7311,20037
8280,US,Kansas,PTT,KPTT,Pratt Regional Airport,37.7016,-98.7469,20151
8281,US,California,BIH,KBIH,Eastern Sierra Regional Airport,37.3731,-118.364,06027
8282,US,Alaska,PTU,PAPM,Platinum Airport,59.0114,-161.82,
8283,US,Alaska,BIG,PABI,Allen Army Airfield,63.9945,-145.722,02240
8284,US,Texas,BIF,KBIF,Biggs Army Airfield,31.8495,-106.38,48141
8285,US,California,PTV,KPTV,Porterville Municipal Airport,36.0296,-119.063,06107
8286,US,Pennsylvania,PTW,KPTW,Heritage Field,40.2396,-75.5567,42091
8287,US,Nebraska,BIE,KBIE,Beatrice Municipal Airport,40.3013,-96.7541,31067
8288,US,Montana,JDN,KJDN,Jordan Airport,47.3288,-106.953,30033
8289,US,Colorado,PUB,KPUB,Pueblo Memorial Airport,38.2891,-104.497,08101
8290,US,Rhode Island,BID,KBID,Block Island State Airport,41.1681,-71.5778,44009
8291,US,Utah,PUC,KPUC,Carbon County Regional Airport,39.6139,-110.751,49007
8292,US,Oregon,JDA,KGCD,Grant County Regional Airport (Ogilvie Field),44.4042,-118.963,41023
8293,US,Texas,JCY,,LBJ Ranch Airport,30.2518,-98.6225,48171
8294,US,Texas,JCT,KJCT,Kimble County Airport,30.5113,-99.7635,48267
8295,US,Alaska,ZNC,,Nyac Airport,60.9807,-159.994,02050
8296,US,Washington,PUL,,Port of Poulsbo Marina Moorage Seaplane Base,47.734,-122.647,53035
8297,US,Kansas,JCI,KIXD,New Century AirCenter,38.8309,-94.8903,20091
8298,US,Alaska,JBT,,Bethel Seaplane Base,60.782,-161.743,02050
8299,US,Arkansas,JBR,KJBR,Jonesboro Municipal Airport,35.8317,-90.6464,05031
8300,US,Alabama,BHM,KBHM,Birmingham-Shuttlesworth International Airport,33.5629,-86.7535,01073
8301,US,Florida,JAX,KJAX,Jacksonville International Airport,30.4941,-81.6879,12031
8302,US,Florida,ZPH,KZPH,Zephyrhills Municipal Airport,28.2282,-82.1559,12101
8303,US,Washington,PUW,KPUW,Pullman-Moscow Regional Airport,46.7439,-117.11,53075
8304,US,Texas,JAS,KJAS,Jasper County Airport (Bell Field),30.8857,-94.0349,48241
8305,US,Mississippi,JAN,KJAN,Jackson-Evers International Airport,32.3112,-90.0759,28121
8306,US,Maine,BHB,KBHB,Hancock County-Bar Harbor Airport,44.45,-68.3615,23009
8307,US,Massachusetts,PVC,KPVC,Provincetown Municipal Airport,42.0719,-70.2214,25001
8308,US,Arizona,BGT,,Bagdad Airport,34.5959,-113.17,04025
8309,US,Maine,BGR,KBGR,Bangor International Airport,44.8074,-68.8281,23019
8310,US,Alaska,BGQ,PAGQ,Big Lake Airport,61.5361,-149.814,02170
8311,US,Rhode Island,PVD,KPVD,Theodore Francis Green State Airport,41.7326,-71.4204,44003
8312,US,California,PVF,KPVF,Placerville Airport,38.7242,-120.753,06017
8313,US,Kentucky,PVL,KPBX,Pike County Airport,37.5618,-82.5664,21195
8314,US,New York,BGM,KBGM,Greater Binghamton Airport (Edwin A. Link Field),42.2087,-75.9798,36007
8315,US,Wyoming,JAC,KJAC,Jackson Hole Airport,43.6073,-110.738,56039
8316,US,Utah,PVU,KPVU,Provo Municipal Airport,40.2192,-111.723,49049
8317,US,Texas,PVW,KPVW,Hale County Airport,34.1681,-101.717,48189
8318,US,Oklahoma,PWA,KPWA,Wiley Post Airport,35.5342,-97.6471,40109
8319,US,Georgia,BGE,KBGE,Decatur County Industrial Air Park,30.9715,-84.6374,13087
8320,US,Montana,PWD,KPWD,Sher-Wood Airport,48.7903,-104.534,30091
8321,US,Texas,BGD,KBGD,Hutchinson County Airport,35.7009,-101.394,48233
8322,US,Maine,PWM,KPWM,Portland International Jetport,43.6462,-70.3093,23005
8323,US,South Carolina,BFT,KARW,Beaufort County Airport,32.4122,-80.6344,45013
8324,US,Alaska,PWR,,Port Walter Seaplane Base,56.381,-134.651,02220
8325,US,Washington,PWT,KPWT,Bremerton National Airport,47.4902,-122.765,53035
8326,US,Pennsylvania,BFP,KBVI,Beaver County Airport,40.7725,-80.3914,42007
8327,US,Wyoming,PWY,KPNA,Ralph Wenz Field,42.7955,-109.807,56035
8328,US,California,IYK,KIYK,Inyokern Airport,35.6588,-117.83,06029
8329,US,Alabama,BFM,KBFM,Mobile Downtown Airport,30.6268,-88.0681,01097
8330,US,California,BFL,KBFL,Meadows Field Airport,35.4336,-119.057,06029
8331,US,Colorado,BFK,KBKF,Buckley Air Force Base,39.7017,-104.752,08005
8332,US,Washington,BFI,KBFI,Boeing Field/King County International Airport,47.53,-122.302,53033
8333,US,Arizona,PXL,,Polacca Airport,35.7917,-110.423,04017
8334,US,Texas,IWS,KIWS,West Houston Airport,29.8182,-95.6726,48201
8335,US,Ohio,ZZV,KZZV,Zanesville Municipal Airport,39.9444,-81.8921,39119
8336,US,Utah,BFG,,Bullfrog Basin Airport,37.5458,-110.713,49017
8337,US,Nebraska,BFF,KBFF,Western Nebraska Regional Airport (William B. Heilig Field),41.874,-103.596,31157
8338,US,Pennsylvania,BFD,KBFD,Bradford Regional Airport,41.8031,-78.6401,42083
8339,US,Michigan,IWD,KIWD,Gogebic-Iron County Airport,46.5275,-90.1314,26053
8340,US,Alaska,PYL,,Perry Island Seaplane Base,60.6853,-147.919,02261
8341,US,Massachusetts,PYM,KPYM,Plymouth Municipal Airport,41.909,-70.7288,25023
8342,US,California,PYS,,Paradise Skypark,-51.6867,-57.7785,
8343,US,Hawaii,ITO,PHTO,Hilo International Airport,19.7214,-155.048,15001
8344,US,New York,ITH,KITH,Ithaca Tompkins Regional Airport,42.491,-76.4584,36109
8345,US,Wisconsin,ISW,KISW,South Wood County Airport (Alexander Field),44.3603,-89.839,55141
8346,US,Maine,ISS,KIWI,Wiscasset Airport,43.9614,-69.7126,23015
8347,US,Michigan,ISQ,KISQ,Schoolcraft County Airport,45.9746,-86.1718,26153
8348,US,New York,ISP,KISP,Long Island MacArthur Airport,40.7952,-73.1002,36103
8349,US,North Carolina,ISO,KISO,Kinston Regional Jetport (Stallings Field),35.3314,-77.6088,37107
8350,US,North Dakota,ISN,KISN,Sloulin Field International Airport,48.1779,-103.642,38105
8351,US,Florida,ISM,KISM,Kissimmee Gateway Airport,28.2898,-81.4371,12097
8352,US,North Carolina,QWG,,Wilgrove Air Park,35.2138,-80.6701,37119
8353,US,Wisconsin,RAC,KRAC,John H. Batten Airport,42.7606,-87.8152,55101
8354,US,Michigan,IRS,KIRS,Kirsch Municipal Airport,41.8133,-85.439,26149
8355,US,California,RAL,KRAL,Riverside Municipal Airport,33.9519,-117.445,06065
8356,US,Missouri,IRK,KIRK,Kirksville Regional Airport,40.0935,-92.5449,29001
8357,US,South Dakota,RAP,KRAP,Rapid City Regional Airport,44.0453,-103.057,46103
8358,US,Alaska,IRC,PACR,Circle City Airport,65.8305,-144.076,02290
8359,US,Texas,IRB,,Iraan Municipal Airport,30.9057,-101.892,48371
8360,US,Pennsylvania,IPT,KIPT,Williamsport Regional Airport,41.2418,-76.9211,42081
8361,US,Texas,RBD,KRBD,Dallas Executive Airport,32.6809,-96.8682,48113
8362,US,California,RBF,,Big Bear City Airport,34.2638,-116.856,06071
8363,US,Oregon,RBG,KRBG,Roseburg Regional Airport,43.2388,-123.356,41019
8364,US,California,IPL,KIPL,Imperial County Airport (Boley Field),32.8342,-115.579,06025
8365,US,California,RBK,,French Valley Airport,33.5742,-117.128,06065
8366,US,California,RBL,KRBL,Red Bluff Municipal Airport,40.1507,-122.252,06103
8367,US,Iowa,IOW,KIOW,Iowa City Municipal Airport,41.6392,-91.5465,19103
8368,US,Alaska,BET,PABE,Bethel Airport,60.7798,-161.838,02050
8369,US,Arizona,INW,KINW,Winslow-Lindbergh Regional Airport,35.0219,-110.723,04017
8370,US,North Carolina,INT,KINT,Smith Reynolds Airport,36.1337,-80.222,37067
8371,US,South Carolina,RBW,KRBW,Lowcountry Regional Airport,32.921,-80.6406,45029
8372,US,Alaska,RBY,PARY,Ruby Airport,64.7272,-155.47,02290
8373,US,South Dakota,RCA,KRCA,Ellsworth Air Force Base,44.145,-103.104,46093
8374,US,Washington,RCE,,Roche Harbor Seaplane Base,48.6123,-123.139,53055
8375,US,Nevada,INS,KINS,Creech Air Force Base,36.5872,-115.673,32003
8376,US,Texas,RCK,KRCK,H. H. Coffield Regional Airport,30.6316,-96.9897,48331
8377,US,Minnesota,INL,KINL,Falls International Airport,48.5662,-93.4031,27071
8378,US,Texas,INK,KINK,Winkler County Airport,31.7796,-103.201,48495
8379,US,Michigan,RCT,KRCT,Nartron Field,43.9,-85.5167,26133
8380,US,Michigan,BEH,KBEH,Southwest Michigan Regional Airport,42.1286,-86.4285,26021
8381,US,Michigan,IMT,KIMT,Ford Airport,45.8184,-88.1145,26043
8382,US,Florida,IMM,KIMM,Immokalee Regional Airport,26.4332,-81.401,12021
8383,US,Nebraska,IML,KIML,Imperial Municipal Airport,40.5093,-101.621,31029
8384,US,Alaska,RDB,PADG,Red Dog Airport,68.0321,-162.899,02188
8385,US,California,RDD,KRDD,Redding Municipal Airport,40.509,-122.293,06089
8386,US,Pennsylvania,RDG,KRDG,Reading Regional Airport (Carl A. Spaatz Field),40.3785,-75.9652,42011
8387,US,Oregon,RDM,KRDM,Roberts Field,44.2541,-121.15,41017
8388,US,North Dakota,RDR,KRDR,Grand Forks Air Force Base,47.9611,-97.4012,38035
8389,US,North Carolina,RDU,KRDU,Raleigh-Durham International Airport,35.8776,-78.7875,37183
8390,US,Alaska,RDV,,Red Devil Airport,61.7881,-157.35,02050
8391,US,Pennsylvania,RED,KRVL,Mifflin County Airport,40.6774,-77.6268,42087
8392,US,Texas,REE,,Reese Airpark,33.5903,-102.037,48303
8393,US,Ohio,ILN,KILN,Wilmington Air Park,39.4279,-83.7921,39027
8394,US,North Carolina,ILM,KILM,Wilmington International Airport,34.2706,-77.9026,37129
8395,US,Oregon,REO,KREO,Rome State Airport,42.5777,-117.885,41045
8396,US,Minnesota,ILL,KBDH,Willmar Municipal Airport (John L. Rice Field),45.1177,-95.1304,27067
8397,US,Alaska,ILI,PAIL,Iliamna Airport,59.7544,-154.911,02164
8398,US,Delaware,ILG,KILG,Wilmington Airport (New Castle Airport),39.6787,-75.6065,10003
8399,US,Texas,ILE,KILE,Skylark Field,31.0858,-97.6865,48027
8400,US,Texas,RFG,KRFG,Rooke Field,28.2886,-97.318,48391
8401,US,Massachusetts,BED,KBED,Laurence G. Hanscom Field,42.47,-71.289,25017
8402,US,Kansas,BEC,KBEC,Beech Factory Airport,37.6945,-97.215,20173
8403,US,Mississippi,RFK,,Rollang Field,32.9549,-90.8459,28125
8404,US,Alaska,IKO,PAKO,Nikolski Air Station,52.9416,-168.849,02016
8405,US,Illinois,IKK,KIKK,Greater Kankakee Airport,41.0714,-87.8463,17091
8406,US,North Carolina,IKB,KUKF,Wilkes County Airport,36.2228,-81.0983,37193
8407,US,Oregon,BDY,,Bandon State Airport,43.0865,-124.408,41011
8408,US,Montana,BDX,,Broadus Airport,45.4725,-105.454,30075
8409,US,Illinois,IJX,KIJX,Jacksonville Municipal Airport,39.7707,-90.238,17137
8410,US,Texas,RGR,,Ranger Municipal Airport,32.4526,-98.6828,48133
8411,US,Wisconsin,RHI,KRHI,Rhinelander-Oneida County Airport,45.6312,-89.4675,55085
8412,US,Arizona,IGM,KIGM,Kingman Airport,35.2595,-113.938,04015
8413,US,California,RHV,KRHV,Reid-Hillview Airport of Santa Clara County,37.3329,-121.819,06085
8414,US,Alaska,IGG,PAIG,Igiugig Airport,59.324,-155.902,02164
8415,US,Virginia,RIC,KRIC,Richmond International Airport,37.5052,-77.3197,51087
8416,US,Connecticut,BDR,KBDR,Igor I. Sikorsky Memorial Airport,41.1635,-73.1262,09001
8417,US,Wisconsin,RIE,KRPD,Rice Lake Regional Airport (Carl's Field),45.419,-91.7735,55005
8418,US,Utah,RIF,KRIF,Richfield Municipal Airport,38.7364,-112.099,49041
8419,US,Colorado,RIL,KRIL,Garfield County Regional Airport,39.5263,-107.727,08045
8420,US,Arizona,IFP,KIFP,Laughlin/Bullhead International Airport,35.1574,-114.56,04015
8421,US,California,RIR,KRIR,Flabob Airport,33.9897,-117.411,06065
8422,US,California,RIV,KRIV,March Air Reserve Base,33.8807,-117.259,06065
8423,US,Wyoming,RIW,KRIW,Central Wyoming Regional Airport,43.0642,-108.46,56013
8424,US,Iowa,IFA,KIFA,Iowa Falls Municipal Airport,42.4708,-93.27,19083
8425,US,Kansas,IDP,KIDP,Independence Municipal Airport,37.1584,-95.7784,20125
8426,US,Pennsylvania,IDI,KIDI,Indiana County-Jimmy Stewart Airport,40.6322,-79.1055,42063
8427,US,Idaho,IDH,KGIC,Idaho County Airport,45.9426,-116.123,16049
8428,US,Maine,RKD,KRKD,Knox County Regional Airport,44.0601,-69.0992,23013
8429,US,Iowa,IDG,KIDG,Ida Grove Municipal Airport,42.3325,-95.445,19093
8430,US,South Carolina,RKH,KUZA,Rock Hill/York County Airport,34.9878,-81.0572,45091
8431,US,Texas,RKP,KRKP,Aransas County Airport,28.0868,-97.0446,48007
8432,US,Oklahoma,RKR,KRKR,Robert S. Kerr Airport,35.0216,-94.6213,40079
8433,US,Wyoming,RKS,KRKS,Southwest Wyoming Regional Airport,41.5942,-109.065,56037
8434,US,Alaska,ICY,,Icy Bay Airport,59.969,-141.662,02282
8435,US,Tennessee,RKW,KRKW,Rockwood Municipal Airport,35.9223,-84.6897,47035
8436,US,Kansas,ICT,KICT,Wichita Dwight D. Eisenhower National Airport,37.6499,-97.4331,20173
8437,US,Idaho,ICS,,Cascade Airport,44.4938,-116.016,16085
8438,US,Washington,RLD,KRLD,Richland Airport,46.3056,-119.304,53005
8439,US,Utah,BDG,KBDG,Blanding Municipal Airport,37.5833,-109.483,49037
8440,US,Iowa,ICL,KICL,Schenck Field,40.7218,-95.0264,19145
8441,US,New York,RME,KRME,Griffiss International Airport,43.2338,-75.407,36065
8442,US,Illinois,BDF,,Rinkenberger RLA Airport,41.2309,-89.6157,17011
8443,US,Minnesota,BDE,KBDE,Baudette International Airport,48.7284,-94.6122,27077
8444,US,Georgia,RMG,KRMG,Richard B. Russell Airport,34.3506,-85.158,13115
8445,US,Alaska,RMP,,Rampart Airport,65.5079,-150.141,02290
8446,US,California,RMY,KMPI,Mariposa-Yosemite Airport,37.5109,-120.04,06043
8447,US,Tennessee,RNC,KRNC,Warren County Memorial Airport,35.6987,-85.8438,47177
8448,US,Texas,RND,KRND,Randolph Air Force Base,29.5297,-98.2789,48029
8449,US,Colorado,RNG,,Rangely Airport,-40.9398,-108.763,
8450,US,Wisconsin,RNH,KRNH,New Richmond Regional Airport,45.1483,-92.5381,55109
8451,US,Alaska,IAN,PAIK,Bob Baker Memorial Airport,66.976,-160.437,02188
8452,US,Nevada,RNO,KRNO,Reno-Tahoe International Airport,39.4991,-119.768,32031
8453,US,Texas,IAH,KIAH,George Bush Intercontinental Airport,29.9844,-95.3414,48201
8454,US,Washington,RNT,KRNT,Renton Municipal Airport,47.4931,-122.216,53033
8455,US,New York,IAG,KIAG,Niagara Falls International Airport,43.1073,-78.9462,36063
8456,US,Virginia,ROA,KROA,Roanoke-Blacksburg Regional Airport (Woodrum Field),37.3255,-79.9754,51770
8457,US,New York,ROC,KROC,Greater Rochester International Airport,43.1189,-77.6724,36055
8458,US,California,ROF,,Montague Airport (Yreka Rohrer Field),41.7304,-122.546,06093
8459,US,Arkansas,ROG,KROG,Rogers Municipal Airport (Carter Field),36.3723,-94.1069,05007
8460,US,Virginia,IAD,KIAD,Washington Dulles International Airport,38.9445,-77.4558,51107
8461,US,Kansas,IAB,KIAB,McConnell Air Force Base,37.6219,-97.2682,20173
8462,US,Utah,ROL,,Roosevelt Municipal Airport,40.2783,-110.051,49013
8463,US,Pennsylvania,HZL,KHZL,Hazleton Municipal Airport,40.9868,-75.9949,42079
8464,US,Kansas,HYS,KHYS,Hays Regional Airport,38.8422,-99.2732,20051
8465,US,Wisconsin,HYR,KHYR,Sawyer County Airport,46.0252,-91.4443,55113
8466,US,New Mexico,ROW,KROW,Roswell International Air Center,33.3016,-104.531,35005
8467,US,Minnesota,ROX,KROX,Roseau Municipal Airport (Rudy Billberg Field),48.856,-95.697,27135
8468,US,Alaska,HYL,,Hollis Clark Bay Seaplane Base,55.4816,-132.646,02198
8469,US,Alaska,HYG,PAHY,Hydaburg Seaplane Base,55.2063,-132.828,02198
8470,US,Florida,BCT,KBCT,Boca Raton Airport,26.3785,-80.1077,12099
8471,US,Louisiana,BCS,,Southern Seaplane Airport,29.8661,-90.0222,22075
8472,US,Massachusetts,HYA,KHYA,Barnstable Municipal Airport (Boardman/Polando Field),41.6693,-70.2804,25001
8473,US,Florida,HWO,KHWO,North Perry Airport,26.0012,-80.2407,12011
8474,US,Alaska,HWI,,Hawk Inlet Seaplane Base,58.1274,-134.756,02110
8475,US,Utah,BCE,KBCE,Bryce Canyon Airport,37.7064,-112.145,49017
8476,US,California,HWD,KHWD,Hayward Executive Airport,37.6592,-122.122,06001
8477,US,Montana,RPX,KRPX,Roundup Airport,46.4751,-108.541,30065
8478,US,South Carolina,HVS,KHVS,Hartsville Regional Airport,34.4031,-80.1192,45031
8479,US,Montana,HVR,KHVR,Havre City-County Airport,48.543,-109.762,30041
8480,US,Connecticut,HVN,KHVN,Tweed New Haven Airport,41.2637,-72.8868,09009
8481,US,Wisconsin,RRL,KRRL,Merrill Municipal Airport,45.1989,-89.7129,55069
8482,US,Minnesota,RRT,KRRT,Warroad International Memorial Airport (Swede Carlson Field),48.9414,-95.3484,27135
8483,US,Utah,HVE,KHVE,Hanksville Airport,38.418,-110.704,49055
8484,US,Alaska,RSH,PARS,Russian Mission Airport,61.7789,-161.319,02270
8485,US,Washington,RSJ,,Rosario Seaplane Base,48.6457,-122.868,53055
8486,US,Kansas,RSL,KRSL,Russell Municipal Airport,38.8721,-98.8118,20167
8487,US,Alaska,BCC,,Bear Creek 3 Airport,63.5733,-156.149,02290
8488,US,Louisiana,RSN,KRSN,Ruston Regional Airport,32.5144,-92.5917,22061
8489,US,Minnesota,RST,KRST,Rochester International Airport,43.9083,-92.5,27109
8490,US,Florida,RSW,KRSW,Southwest Florida International Airport,26.5362,-81.7552,12071
8491,US,New York,RSX,,Rouses Point Seaplane Base,44.9917,-73.3635,36019
8492,US,Kansas,HUT,KHUT,Hutchinson Municipal Airport,38.0655,-97.8606,20155
8493,US,Alaska,HUS,PAHU,Hughes Airport,66.0411,-154.263,02290
8494,US,Iowa,RTL,,Spirit Lake Municipal Airport,43.3875,-95.1392,19059
8495,US,New Mexico,RTN,KRTN,Raton Municipal Airport (Crews Field),36.7415,-104.502,35007
8496,US,Louisiana,HUM,KHUM,Houma-Terrebonne Airport,29.5665,-90.6604,22109
8497,US,Maine,HUL,KHUL,Houlton International Airport,46.1231,-67.7921,23003
8498,US,Oklahoma,HUJ,KHHW,Stan Stamper Municipal Airport,34.0348,-95.5419,40023
8499,US,New Mexico,RUI,KSRR,Sierra Blanca Regional Airport,33.4628,-105.535,35027
8500,US,Vermont,RUT,KRUT,Rutland - Southern Vermont Regional Airport,43.5294,-72.9496,50021
8501,US,Iowa,HUD,,Humboldt Municipal Airport,42.7361,-94.2452,19091
8502,US,Massachusetts,HUC,,Humacao Airport,18.1381,-65.8013,72069
8503,US,Virginia,BCB,KBCB,Virginia Tech Montgomery Executive Airport,37.2076,-80.4078,51121
8504,US,Alabama,HUA,KHUA,Redstone Army Airfield,34.6787,-86.6848,01089
8505,US,Ohio,HTW,KHTW,Lawrence County Airpark,38.4193,-82.4943,39087
8506,US,Utah,RVR,,Green River Municipal Airport,38.9614,-110.227,49015
8507,US,Oklahoma,RVS,KRVS,Richard Lloyd Jones Jr. Airport,36.0396,-95.9846,40143
8508,US,Texas,HTV,KUTS,Huntsville Municipal Airport (Bruce Brothers Regional),30.7469,-95.5872,48471
8509,US,Minnesota,RWF,KRWF,Redwood Falls Municipal Airport,44.5472,-95.0823,27127
8510,US,North Carolina,RWI,KRWI,Rocky Mount-Wilson Regional Airport,35.8563,-77.8919,37127
8511,US,Wyoming,RWL,KRWL,Rawlins Municipal Airport (Harvey Field),41.8056,-107.2,56007
8512,US,Idaho,RXE,KRXE,Rexburg-Madison County Airport,43.8339,-111.805,16065
8513,US,Pennsylvania,BBX,KLOM,Wings Field,40.1375,-75.2651,42091
8514,US,West Virginia,HTS,KHTS,Tri-State Airport (Milton J. Ferguson Field),38.3667,-82.558,54099
8515,US,New York,HTO,KHTO,East Hampton Airport,40.9596,-72.2518,36103
8516,US,Michigan,HTL,KHTL,Roscommon County-Blodgett Memorial Airport,44.3598,-84.6711,26143
8517,US,North Carolina,RZZ,KRZZ,Halifax County Airport,36.4395,-77.7093,37083
8518,US,Nebraska,BBW,KBBW,Broken Bow Municipal Airport,41.4365,-99.6422,31041
8519,US,Wyoming,SAA,KSAA,Shively Field,41.4449,-106.824,56007
8520,US,Nevada,HTH,KHTH,Hawthorne Industrial Airport,38.5444,-118.634,32021
8521,US,California,SAC,KSAC,Sacramento Executive Airport,38.5125,-121.493,06067
8522,US,Arizona,SAD,KSAD,Safford Regional Airport,32.8548,-109.635,04009
8523,US,New Mexico,SAF,KSAF,Santa Fe Municipal Airport,35.6171,-106.089,35049
8524,US,California,SAN,KSAN,San Diego International Airport,32.7336,-117.19,06073
8525,US,Alabama,HSV,KHSV,Huntsville International Airport (Carl T. Jones Field),34.6372,-86.7751,01089
8526,US,Florida,HST,KHST,Homestead Air Reserve Base,25.4886,-80.3836,12086
8527,US,Illinois,SAR,KSAR,Sparta Community Airport (Hunter Field),38.1489,-89.6987,17157
8528,US,California,SAS,KSAS,Salton Sea Airport,33.2414,-115.952,06025
8529,US,Texas,SAT,KSAT,San Antonio International Airport,29.5337,-98.4698,48029
8530,US,Virginia,HSP,KHSP,Ingalls Field,37.9514,-79.8339,51017
8531,US,Georgia,SAV,KSAV,Savannah/Hilton Head International Airport,32.1276,-81.2021,13051
8532,US,Alaska,HSL,PAHL,Huslia Airport,65.6979,-156.351,02290
8533,US,Texas,BBD,KBBD,Curtis Field,31.1793,-99.3239,48307
8534,US,Texas,BBC,KBYY,Bay City Municipal Airport,28.9733,-95.8635,48321
8535,US,California,SBA,KSBA,Santa Barbara Municipal Airport,34.4262,-119.84,06083
8536,US,California,SBD,KSBD,San Bernardino International Airport,34.0954,-117.235,06071
8537,US,Nebraska,HSI,KHSI,Hastings Municipal Airport,40.6053,-98.4279,31001
8538,US,Nevada,HSH,KHND,Henderson Executive Airport,35.9728,-115.134,32003
8539,US,Illinois,HSB,KHSB,Harrisburg-Raleigh Airport,37.8113,-88.5503,17165
8540,US,Minnesota,BBB,KBBB,Benson Municipal Airport,45.3319,-95.6506,27151
8541,US,Arkansas,HRO,KHRO,Boone County Airport,36.2615,-93.1547,05009
8542,US,Texas,HRL,KHRL,Valley International Airport,26.2285,-97.6544,48061
8543,US,Wisconsin,SBM,KSBM,Sheboygan County Memorial Airport,43.7696,-87.8514,55117
8544,US,Utah,SBO,,Salina-Gunnison Airport,39.0291,-111.838,49041
8545,US,California,SBP,KSBP,San Luis Obispo County Regional Airport (McChesney Field),35.2368,-120.642,06079
8546,US,Colorado,SBS,KSBS,Steamboat Springs Airport (Bob Adams Field),40.5163,-106.866,08107
8547,US,Montana,SBX,KSBX,Shelby Airport,48.5407,-111.871,30101
8548,US,Maryland,SBY,KSBY,Salisbury-Ocean City-Wicomico Regional Airport,38.3405,-75.5103,24045
8549,US,Nebraska,SCB,KSCB,Scribner State Airport,41.6103,-96.6299,31053
8550,US,Alaska,SCC,PASC,Deadhorse Airport,70.1947,-148.465,02185
8551,US,Pennsylvania,SCE,KUNV,University Park Airport,40.8493,-77.8487,42027
8552,US,Arizona,SCF,KSDL,Scottsdale Airport,33.6229,-111.911,04013
8553,US,Washington,HQM,KHQM,Bowerman Airport,46.9712,-123.937,53027
8554,US,New York,SCH,KSCH,Schenectady County Airport,42.8525,-73.9289,36093
8555,US,Nevada,BAM,KBAM,Battle Mountain Airport (Lander County Airport),40.599,-116.874,32015
8556,US,California,SCK,KSCK,Stockton Metropolitan Airport,37.8942,-121.238,06077
8557,US,Texas,HPY,KHPY,Baytown Airport,29.7861,-94.9527,48201
8558,US,Alaska,SCM,PACM,Scammon Bay Airport,61.8453,-165.571,02270
8559,US,Hawaii,HPV,,Princeville Airport,22.2092,-159.446,15007
8560,US,Iowa,HPT,KHPT,Hampton Municipal Airport,42.7237,-93.2263,19069
8561,US,New York,HPN,KHPN,Westchester County Airport,41.067,-73.7076,36119
8562,US,Alaska,HPB,PAHP,Hooper Bay Airport,61.5239,-166.147,
8563,US,Kentucky,SDF,KSDF,Louisville International Airport (Standiford Field),38.1744,-85.736,21111
8564,US,Texas,HOU,KHOU,William P. Hobby Airport,29.6454,-95.2789,48201
8565,US,Arkansas,HOT,KHOT,Memorial Field Airport,34.478,-93.0962,05051
8566,US,California,SDM,KSDM,Brown Field Municipal Airport,32.5723,-116.98,06073
8567,US,Alaska,SDP,PASD,Sand Point Airport,55.315,-160.523,02013
8568,US,Massachusetts,BAF,KBAF,Westfield-Barnes Regional Airport,42.1578,-72.7156,25013
8569,US,Kentucky,HOP,KHOP,Campbell Army Airfield,36.6686,-87.4962,21047
